"user_id","event_id","billing_promoter_tier","in_library","is_exclusive","is_primary","is_allocation","has_deal","label","total_candidates"
"5bbbe4ff0e0d4e70ba891b60","634d6c18202aa80001a33573",max,true,false,true,false,true,gold,1
"5bbcc3280e0d4e056fb205d2","634d31ad9a1c7a0001f4da08",max,true,false,true,false,true,gold,1
"5bc4879f0e0d4e176a3f9ad0","6346cae43ab4d300016a6f2b",pro,true,true,false,false,true,bronze,1
"5bc78c56a7934d1d2fd78e30","6346b69c83f53d000125cae9",pro,true,true,false,false,true,bronze,1
"5bc99002a7934d1d2fd7ff65","6346b69c83f53d000125cae9",pro,true,true,false,false,true,bronze,1
"5bd380aa0e0d4e68332c728e","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"5bd9746c0e0d4e6c05d20b3f","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"5bf17324e20451358fb3b823","6346841eeffd5d0001b37fe3",pro,true,true,false,false,true,bronze,1
"5bf1c05b0e0d4e7d39bd92e9","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,2
"5bf1c05b0e0d4e7d39bd92e9","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,2
"5c3d704a0e0d4e42d91edff7","633c661d9797500001ecd755",max,true,true,false,false,true,gold_plus,1
"5c424f0be204517716ba4b57","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"5c52f954e2045141f8cfa00e","634d31ad9a1c7a0001f4da08",max,true,false,true,false,true,gold,1
"5c5819a9e2045141f8d0eee0","634d87cbaa5fa5000186c3c8",pro,true,false,true,false,true,bronze,1
"5c6d9728a7934d2412782403","6347ecb9d1f70f000138f516",pro,true,false,true,false,true,bronze,1
"5c76d5fee204516b560b9a64","634d80639a1c7a0001f4f0db",pro,true,true,false,false,true,bronze,1
"5c793e930e0d4e3a0f968ecb","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,1
"5c9a248ce2045159efcd1f3d","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"5c9e9d460e0d4e36cdace731","6346841eeffd5d0001b37fe3",pro,true,true,false,false,true,bronze,1
"5ca7a4610e0d4e530da4fcdc","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"5caf2756e204513d117c9275","6346841eeffd5d0001b37fe3",pro,true,true,false,false,true,bronze,1
"5cbf91cb0e0d4e16e7868b69","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,2
"5cbf91cb0e0d4e16e7868b69","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,2
"5cc8504ea7934d7785a7b1af","634d6c18202aa80001a33573",max,true,false,true,false,true,gold,1
"5cd436aee2045136f2298d31","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,1
"5cdc12180e0d4e53b4a2167c","63496c32707f4200016716e6",max,true,false,true,false,true,gold,1
"5cdde1d5e20451714c8141e7","634d6c18202aa80001a33573",max,true,false,true,false,true,gold,1
"5cf97636e204514bc86d424a","6348a21caa5fa500018525b1",max,true,true,false,false,true,gold_plus,1
"5d08d356a7934d3dd380773f","634d6c18202aa80001a33573",max,true,false,true,false,true,gold,1
"5d24d747a7934d125d35c957","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,1
"5d251be7a7934d125d35d820","634d6c18202aa80001a33573",max,true,false,true,false,true,gold,1
"5d272f22a7934d125d363f9d","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"5d278d13a7934d125d38b148","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,2
"5d278d13a7934d125d38b148","634d6c18202aa80001a33573",max,true,false,true,false,true,gold,2
"5d2eea55e2045102a327388d","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,1
"5d3ebd2be2045168610ad6ed","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"5d4691200e0d4e3c9740e40f","634d6c18202aa80001a33573",max,true,false,true,false,true,gold,1
"5d679e18a7934d5e9230e964","634d6c18202aa80001a33573",max,true,false,true,false,true,gold,1
"5d6eae7aa7934d5bec235ab7","6348adc2707f42000166df1d",core,true,true,false,false,true,bronze,1
"5d740fb70e0d4e349d5de4c1","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,2
"5d740fb70e0d4e349d5de4c1","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,2
"5d76b4c8a7934d2e5a41910a","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,1
"5d8646230e0d4e0aadacf0bb","634d31ad9a1c7a0001f4da08",max,true,false,true,false,true,gold,1
"5d86d03fe20451539e875f7c","6346f2183ab4d300016a7f8f",max,true,true,false,false,true,gold_plus,1
"5d888fa9e20451539e879b6f","634820ccd1f70f00013905da",pro,true,false,true,false,true,bronze,1
"5d8fa7450e0d4e3999c74733","6346841eeffd5d0001b37fe3",pro,true,true,false,false,true,bronze,1
"5d8facc4a7934d3829c7799a","634d6c18202aa80001a33573",max,true,false,true,false,true,gold,1
"5d95abf9a7934d7beef7a3a4","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,1
"5d9e3052e204517977e6432f","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"5da097dda7934d05644be222","634d31ad9a1c7a0001f4da08",max,true,false,true,false,true,gold,1
"5dbf0b4939210039498c04e3","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"5dc3965fd30dd04c7618bb32","633c661d9797500001ecd755",max,true,true,false,false,true,gold_plus,1
"5dc42167d30dd04c761b6d48","6346b69c83f53d000125cae9",pro,true,true,false,false,true,bronze,1
"5dce55fbdb50c7388b66a9d2","6346841eeffd5d0001b37fe3",pro,true,true,false,false,true,bronze,1
"5de63f24d30dd035b48f1777","634d6c18202aa80001a33573",max,true,false,true,false,true,gold,1
"5de7b31f3921003b9d748e33","6346b69c83f53d000125cae9",pro,true,true,false,false,true,bronze,1
"5df93f6e39210016bfef6f5e","6346841eeffd5d0001b37fe3",pro,true,true,false,false,true,bronze,1
"5dfeda4139210019b5fa940f","6348adc2707f42000166df1d",core,true,true,false,false,true,bronze,1
"5e0fe18d3921004972a48cbc","63495491aa5fa500018555e9",pro,true,true,false,false,true,bronze,1
"5e10bfb6db50c77d9e920d61","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,2
"5e10bfb6db50c77d9e920d61","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,2
"5e13fa8bd30dd031356ab1b5","634739873ab4d300016aa0ad",max,true,true,false,false,true,gold_plus,1
"5e1644afdb50c77d9e934cee","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,2
"5e1644afdb50c77d9e934cee","634d31ad9a1c7a0001f4da08",max,true,false,true,false,true,gold,2
"5e1ddfeaa7934d1e35b658f2","6346841eeffd5d0001b37fe3",pro,true,true,false,false,true,bronze,1
"5e25d889a7934d5d85972ecb","6346b69c83f53d000125cae9",pro,true,true,false,false,true,bronze,1
"5e3db35bd30dd0612fbe9680","6346841eeffd5d0001b37fe3",pro,true,true,false,false,true,bronze,1
"5e45f18939210057d4fcf86b","6348a21caa5fa500018525b1",max,true,true,false,false,true,gold_plus,1
"5e5026f2a7934d1b57e6d3ae","63446cbf3337b70001a676b0",pro,true,true,false,false,true,bronze,1
"5e50e91f3921005937dce60c","634d6c18202aa80001a33573",max,true,false,true,false,true,gold,1
"5e56a02e39210038df9f1786","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,1
"5e5a72f2d30dd04b8735cb06","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"5e5f8cfaa7934d0c57d3d2d2","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"5e6a7feba7934d7d8657461e","6346841eeffd5d0001b37fe3",pro,true,true,false,false,true,bronze,1
"5e6bee7f3921003cb816e269","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"5eb675770c0dc30001730dce","634d31ad9a1c7a0001f4da08",max,true,false,true,false,true,gold,1
"5ed76d2239853d0001d19289","6347ecb9d1f70f000138f516",pro,true,false,true,false,true,bronze,1
"5ee1519ee7556400013448ae","634d31ad9a1c7a0001f4da08",max,true,false,true,false,true,gold,1
"5efda025d8f1050001513694","63495491aa5fa500018555e9",pro,true,true,false,false,true,bronze,1
"5f191586a2af420001232905","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"5f19a1d745207700019005d6","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"5f1aed29fb528900013e1338","634d80639a1c7a0001f4f0db",pro,true,true,false,false,true,bronze,1
"5f27d6fac2c3c000019cdfef","63495491aa5fa500018555e9",pro,true,true,false,false,true,bronze,1
"5f32dbbd76b2730001b69a98","6346841eeffd5d0001b37fe3",pro,true,true,false,false,true,bronze,2
"5f32dbbd76b2730001b69a98","634820ccd1f70f00013905da",pro,true,false,true,false,true,bronze,2
"5f69dbe38668480001be2222","6346b69c83f53d000125cae9",pro,true,true,false,false,true,bronze,1
"5f915b4bc24d9200019c8306","634d6c18202aa80001a33573",max,true,false,true,false,true,gold,1
"5f91f7acb8deaa0001404980","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,1
"5f95d3fbadc5a90001d5c3c4","6346841eeffd5d0001b37fe3",pro,true,true,false,false,true,bronze,1
"5f9d60c5918fe4000176f4f2","63495491aa5fa500018555e9",pro,true,true,false,false,true,bronze,1
"5fa5df1bd1142a00013ceb2f","6346841eeffd5d0001b37fe3",pro,true,true,false,false,true,bronze,1
"5fac5398e2a48b0001e0fa22","634d31ad9a1c7a0001f4da08",max,true,false,true,false,true,gold,1
"5fdc6f9e6f6261000186689b","63498242aa5fa50001856b5b",pro,true,false,true,false,true,bronze,1
"60106a9603b97900019ca7b1","6347ecb9d1f70f000138f516",pro,true,false,true,false,true,bronze,1
"60140aa30a7be700013be31e","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"6017c43adb300100017e6cca","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"601ae31fad2dc30001bc61f0","634d6c18202aa80001a33573",max,true,false,true,false,true,gold,1
"602f84800490530001015329","634d1a6eaa5fa5000186a5f5",max,true,true,false,false,true,gold_plus,1
"6032603d8f6a3c0001bb5cad","634d1b0d202aa80001a32137",max,true,true,false,false,true,gold_plus,1
